Transaction ID,Customer ID,Gender,Age,Product Category,Price per Unit,Geography,Product name,Salesperson,Profit,Total Amount,Quantity,Order Date,Ship Date
554318,CUST9727,Female,58,Art,22.78,"United States,Pomona,California",4009 Highlighters by Sanford,Ethan Wright,11.82,35.82,9,2024-11-12,2024-11-18
880363,CUST7140,Male,32,Fasteners,31.73,"United States,San Francisco,California","Acco Banker's Clasps, 5 3/4""-Long",Hannah Brown,1.35,2.88,1,2023-05-24,2023-05-29
579044,CUST4548,Male,45,Labels,98.43,"United States,Springfield,Oregon",Alphabetical Labels for Top Tab Filing,Ethan Wright,26.64,71.04,6,2024-12-10,2024-12-13
953757,CUST7655,Male,53,Art,28.82,"United States,Springfield,Oregon","Eldon Spacemaker Box, Quick-Snap Lid, Clear",George Lee,0.73,5.34,2,2025-03-05,2025-03-10
484795,CUST2330,Male,39,Fasteners,48.47,"United States,Springfield,Oregon",Plymouth Boxed Rubber Bands by Plymouth,Diana Patel,-2.12,11.3,3,2025-03-01,2025-03-08
240425,CUST6584,Male,52,Tables,34.23,"United States,Seattle,Washington","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Bob Smith,148.14,871.4,4,2024-02-08,2024-02-13
738607,CUST5414,Male,40,Storage,199.52,"United States,San Diego,California",Eldon Shelf Savers Cubes and Bins,Charlie Davis,1.68,83.76,12,2024-07-02,2024-07-08
910594,CUST1720,Female,49,Accessories,42.79,"United States,Denver,Colorado",Kensington Orbit Wireless Mobile Trackball for PC and Mac,George Lee,64.79,431.93,9,2024-05-22,2024-05-29
635297,CUST6838,Female,57,Paper,9.86,"United States,Seattle,Washington",Xerox 1997,George Lee,9.33,19.44,3,2023-06-30,2023-07-03
105212,CUST6316,Female,33,Furnishings,15.33,"United States,Seattle,Washington",Executive Impressions Supervisor Wall Clock,Fiona Green,40.42,126.3,3,2023-09-07,2023-09-11
407198,CUST1545,Male,36,Accessories,62.09,"United States,Seattle,Washington",LogitechÂ P710e Mobile Speakerphone,George Lee,244.62,1287.45,5,2024-12-27,2025-01-03
103257,CUST8559,Male,59,Storage,191.64,"United States,Anaheim,California",Tennsco 16-Compartment Lockers with Coat Rack,George Lee,310.99,1295.78,2,2024-07-05,2024-07-08
146787,CUST6646,Male,36,Binders,17.51,"United States,Los Angeles,California",Satellite Sectional Post Binders,Diana Patel,101.58,312.55,9,2024-12-02,2024-12-06
625169,CUST3666,Female,39,Binders,97.28,"United States,Los Angeles,California",GBC DocuBind TL200 Manual Binding Machine,Fiona Green,302.37,895.92,5,2023-05-18,2023-05-25
630992,CUST4943,Female,43,Storage,123.21,"United States,Los Angeles,California","Trav-L-File Heavy-Duty Shuttle II, Black",Alice Johnson,39.21,130.71,3,2023-07-25,2023-08-01
254165,CUST2692,Male,64,Art,95.35,"United States,Los Angeles,California",Newell 328,Hannah Brown,3.04,11.68,2,2023-05-27,2023-05-30
303548,CUST6574,Female,37,Accessories,31.02,"United States,Los Angeles,California",Enermax Briskie RF Wireless Keyboard and Mouse Combo,Ethan Wright,22.43,62.31,3,2023-10-15,2023-10-22
388010,CUST6138,Female,63,Binders,66.24,"United States,Las Vegas,Nevada",Tuf-Vin Binders,Fiona Green,25.58,75.79,3,2024-03-13,2024-03-19
893565,CUST5769,Male,26,Bookcases,285.57,"United States,Los Angeles,California","Sauder Facets Collection Library, Sky Alder Finish",George Lee,5.13,436.0,3,2024-05-22,2024-05-25
408679,CUST8396,Male,57,Paper,14.51,"United States,Los Angeles,California",Xerox 1919,Fiona Green,100.43,204.95,5,2024-09-25,2024-10-01
419470,CUST3629,Male,59,Furnishings,37.91,"United States,Farmington,New Mexico","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Bob Smith,114.63,545.85,9,2025-03-13,2025-03-16
999307,CUST4541,Male,36,Accessories,73.38,"United States,Seattle,Washington",Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Fiona Green,26.39,59.98,2,2023-06-28,2023-07-03
252427,CUST5416,Female,54,Machines,60.22,"United States,Seattle,Washington",Okidata MB491 Multifunction Printer,Alice Johnson,209.58,2395.2,6,2023-08-05,2023-08-10
286074,CUST5774,Female,48,Accessories,43.64,"United States,Seattle,Washington",Plantronics Savi W720 Multi-Device Wireless Headset System,Ethan Wright,742.63,1687.8,4,2024-09-22,2024-09-25
219972,CUST2192,Male,56,Phones,24.16,"United States,Seattle,Washington","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Hannah Brown,2.7,7.99,1,2024-09-07,2024-09-13
948031,CUST3722,Female,56,Furnishings,20.93,"United States,Citrus Heights,California","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Hannah Brown,54.34,129.39,3,2024-10-11,2024-10-16
988002,CUST8599,Male,20,Storage,188.3,"United States,Los Angeles,California",Rogers Deluxe File Chest,Diana Patel,0.88,87.92,4,2023-04-16,2023-04-20
424171,CUST9923,Female,33,Chairs,82.72,"United States,Los Angeles,California","Global Task Chair, Black",Ethan Wright,-13.74,122.14,3,2023-07-26,2023-07-30
321605,CUST2844,Male,27,Fasteners,56.17,"United States,Los Angeles,California","Brites Rubber Bands, 1 1/2 oz. Box",Bob Smith,0.12,5.94,3,2024-07-27,2024-08-03
406598,CUST2951,Male,23,Furnishings,53.94,"United States,Pico Rivera,California","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Charlie Davis,62.74,145.9,5,2023-08-10,2023-08-13
814553,CUST1890,Female,63,Furnishings,95.58,"United States,Kent,Washington","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Alice Johnson,99.23,198.46,2,2024-11-10,2024-11-16
522876,CUST5307,Female,28,Labels,60.83,"United States,Kent,Washington","Dot Matrix Printer Tape Reel Labels, White, 5000/Box",George Lee,385.38,786.48,8,2024-01-31,2024-02-06
521310,CUST4527,Female,43,Binders,93.82,"United States,Kent,Washington","GBC White Gloss Covers, Plain Front",Charlie Davis,7.82,23.17,2,2024-05-26,2024-06-02
671914,CUST9922,Female,28,Accessories,35.53,"United States,Kent,Washington",Micro Innovations USB RF Wireless Keyboard with Mouse,Ethan Wright,10.5,50.0,2,2023-10-30,2023-11-04
425980,CUST3652,Female,59,Labels,86.1,"United States,San Mateo,California",Avery 485,Ethan Wright,35.33,75.18,6,2024-01-23,2024-01-29
975610,CUST6351,Female,26,Furnishings,53.92,"United States,Seattle,Washington","Master Big Foot Doorstop, Beige",Diana Patel,4.91,15.84,3,2025-03-09,2025-03-16
642668,CUST4371,Male,25,Binders,74.0,"United States,Seattle,Washington",GBC VeloBinder Manual Binding System,Bob Smith,30.23,86.38,3,2023-08-06,2023-08-13
888776,CUST5416,Female,41,Art,89.62,"United States,Seattle,Washington",Zebra Zazzle Fluorescent Highlighters,George Lee,6.2,18.24,3,2023-06-22,2023-06-29
243620,CUST5394,Male,35,Art,82.19,"United States,Seattle,Washington",Crayola Colored Pencils,Bob Smith,4.33,13.12,4,2024-12-05,2024-12-09
497513,CUST4304,Male,49,Paper,9.72,"United States,Seattle,Washington",Staples,Charlie Davis,24.27,52.76,2,2023-06-23,2023-06-26
470622,CUST5499,Male,45,Binders,47.52,"United States,Portland,Oregon",Wilson Jones Easy Flow II Sheet Lifters,Alice Johnson,-0.79,1.08,2,2023-09-14,2023-09-17
832452,CUST9487,Female,23,Labels,95.75,"United States,Los Angeles,California",Avery 482,Hannah Brown,4.07,8.67,3,2024-11-20,2024-11-26
275745,CUST2915,Female,18,Accessories,58.96,"United States,Los Angeles,California",LogitechÂ P710e Mobile Speakerphone,Bob Smith,244.62,1287.45,5,2023-07-17,2023-07-20
531438,CUST3752,Male,29,Appliances,382.44,"United States,Los Angeles,California",Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Alice Johnson,43.71,168.1,5,2024-11-22,2024-11-26
772199,CUST7217,Female,50,Phones,33.99,"United States,San Diego,California",Belkin iPhone and iPad Lightning Cable,Diana Patel,5.4,71.95,6,2024-02-01,2024-02-06
160274,CUST6733,Female,49,Binders,38.76,"United States,San Diego,California","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Hannah Brown,9.31,29.8,5,2023-06-13,2023-06-18
707676,CUST5994,Male,25,Binders,63.68,"United States,Westminster,California",Acco Suede Grain Vinyl Round Ring Binder,Hannah Brown,1.45,4.45,2,2023-04-23,2023-04-30
172296,CUST9317,Male,29,Furnishings,38.57,"United States,Westminster,California","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Alice Johnson,49.8,276.69,3,2024-11-05,2024-11-11
861512,CUST2787,Female,62,Fasteners,47.37,"United States,Westminster,California","OIC Binder Clips, Mini, 1/4"" Capacity, Black",Hannah Brown,2.33,4.96,4,2025-02-11,2025-02-17
439163,CUST5404,Female,44,Art,99.78,"United States,Westminster,California","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Bob Smith,20.86,71.92,4,2024-03-24,2024-03-30
424975,CUST9094,Male,25,Furnishings,41.9,"United States,Westminster,California","Eldon 200 Class Desk Accessories, Burgundy",Hannah Brown,7.91,18.84,3,2024-11-01,2024-11-04
243680,CUST7762,Female,55,Accessories,36.67,"United States,Westminster,California",Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,George Lee,19.74,140.97,3,2024-11-27,2024-12-03
146022,CUST5554,Male,19,Phones,45.03,"United States,Westminster,California",GE 30524EE4,Hannah Brown,52.92,470.38,3,2024-02-13,2024-02-18
171580,CUST5213,Male,64,Copiers,17.09,"United States,Los Angeles,California",Brother DCP1000 Digital 3 in 1 Multifunction Machine,Alice Johnson,90.0,479.98,2,2023-09-28,2023-10-05
172899,CUST5957,Male,54,Paper,5.82,"United States,Apple Valley,California",Xerox 221,Ethan Wright,15.55,32.4,5,2024-11-24,2024-11-27
367263,CUST2432,Male,50,Envelopes,54.94,"United States,Apple Valley,California","Peel & Seel Recycled Catalog Envelopes, Brown",Diana Patel,28.95,57.9,5,2024-04-20,2024-04-24
939648,CUST6520,Male,63,Storage,116.6,"United States,Apple Valley,California",Sterilite Show Offs Storage Containers,Diana Patel,0.0,10.56,2,2024-02-17,2024-02-23
121393,CUST4405,Female,37,Bookcases,309.11,"United States,Apple Valley,California","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Alice Johnson,210.74,1194.17,5,2024-08-13,2024-08-17
694010,CUST6309,Female,36,Tables,35.66,"United States,Phoenix,Arizona","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Bob Smith,-448.9,801.6,5,2025-02-10,2025-02-17
336623,CUST7191,Male,20,Chairs,47.68,"United States,Phoenix,Arizona","Global Fabric Manager's Chair, Dark Gray",Alice Johnson,10.1,161.57,2,2024-06-20,2024-06-27
239323,CUST7834,Male,48,Paper,19.19,"United States,Phoenix,Arizona",Riverleaf Stik-Withit Designer Note Cubes,Diana Patel,5.23,16.1,2,2024-07-14,2024-07-18
698102,CUST4377,Male,21,Binders,40.57,"United States,Phoenix,Arizona",Acco Expandable Hanging Binders,Alice Johnson,-6.12,7.66,4,2023-05-11,2023-05-16
346697,CUST8653,Female,49,Chairs,46.38,"United States,Phoenix,Arizona",High-Back Leather Manager's Chair,Ethan Wright,-42.9,311.98,3,2024-03-14,2024-03-17
547936,CUST7066,Male,25,Phones,49.16,"United States,Murray,Utah",PayAnywhere Card Reader,Fiona Green,6.29,71.93,9,2024-08-21,2024-08-24
912757,CUST1861,Female,58,Art,50.74,"United States,Murray,Utah","BOSTON Ranger #55 Pencil Sharpener, Black",Fiona Green,7.54,25.99,1,2023-11-21,2023-11-27
475813,CUST3263,Female,59,Paper,17.18,"United States,San Diego,California","Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Fiona Green,7.68,16.34,2,2023-09-28,2023-10-03
957402,CUST6029,Male,60,Chairs,97.43,"United States,San Diego,California",Hon Olson Stacker Stools,Ethan Wright,22.53,225.3,2,2024-10-10,2024-10-13
256424,CUST6565,Female,38,Binders,88.79,"United States,San Diego,California",GBC Premium Transparent Covers with Diagonal Lined Pattern,Bob Smith,17.62,50.35,3,2024-05-10,2024-05-16
468671,CUST7657,Male,18,Art,43.86,"United States,Concord,California",Nontoxic Chalk,Alice Johnson,1.69,3.52,2,2024-07-13,2024-07-19
959572,CUST6961,Female,30,Phones,31.74,"United States,Concord,California",Polycom SoundPoint IP 450 VoIP phone,Hannah Brown,121.96,1626.19,9,2024-02-26,2024-03-01
181905,CUST3120,Male,30,Binders,68.6,"United States,Los Angeles,California","Cardinal HOLDit! Binder Insert Strips,Extra Strips",Fiona Green,5.51,15.19,3,2024-05-01,2024-05-05
156964,CUST9714,Female,49,Paper,15.18,"United States,Los Angeles,California",Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Fiona Green,27.99,58.32,9,2025-03-09,2025-03-16
638536,CUST1198,Male,27,Copiers,56.89,"United States,Huntington Beach,California",Hewlett Packard LaserJet 3310 Copier,Diana Patel,839.99,2399.96,5,2023-11-10,2023-11-16
280285,CUST5871,Male,60,Accessories,20.82,"United States,Los Angeles,California",LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,Charlie Davis,659.98,1649.95,5,2024-09-03,2024-09-06
356713,CUST9868,Female,22,Chairs,75.54,"United States,Los Angeles,California","Global Airflow Leather Mesh Back Chair, Black",George Lee,45.29,362.35,3,2024-09-17,2024-09-24
523690,CUST2624,Female,40,Furnishings,24.02,"United States,Seattle,Washington",Staples,Alice Johnson,10.51,23.88,3,2025-01-06,2025-01-13
271726,CUST4951,Male,60,Paper,9.52,"United States,Seattle,Washington","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Alice Johnson,12.05,26.2,4,2023-08-12,2023-08-17
531002,CUST4796,Female,50,Paper,12.11,"United States,Seattle,Washington",Xerox 227,George Lee,6.22,12.96,2,2025-01-30,2025-02-02
503179,CUST7192,Male,61,Accessories,38.83,"United States,Seattle,Washington",Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Alice Johnson,32.89,234.95,5,2023-07-10,2023-07-13
713789,CUST2992,Male,65,Binders,56.93,"United States,San Francisco,California",Zipper Ring Binder Pockets,Ethan Wright,3.62,9.98,4,2023-12-27,2024-01-01
479055,CUST9404,Female,52,Storage,169.97,"United States,San Francisco,California",Super Decoflex Portable Personal File,Ethan Wright,4.19,14.98,1,2023-04-12,2023-04-15
400578,CUST5502,Male,38,Phones,74.11,"United States,San Francisco,California",Wilson Electronics DB Pro Signal Booster,George Lee,100.24,1145.6,4,2024-04-26,2024-04-29
806674,CUST6524,Female,33,Accessories,10.98,"United States,Seattle,Washington",ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,Fiona Green,11.77,90.57,3,2024-05-18,2024-05-25
784090,CUST8604,Male,48,Bookcases,304.18,"United States,Seattle,Washington","Bush Westfield Collection Bookcases, Medium Cherry Finish",Bob Smith,25.51,115.96,2,2024-05-26,2024-05-31
169131,CUST9039,Female,34,Storage,163.42,"United States,Mission Viejo,California",Economy Rollaway Files,Diana Patel,85.9,330.4,2,2024-07-16,2024-07-22
905105,CUST9665,Male,33,Labels,25.63,"United States,Mission Viejo,California",Avery 480,Diana Patel,12.6,26.25,7,2024-07-23,2024-07-28
198599,CUST5890,Male,19,Storage,184.09,"United States,San Francisco,California",Eldon Portable Mobile Manager,Bob Smith,15.27,56.56,2,2024-11-09,2024-11-16
871890,CUST4690,Female,48,Furnishings,18.74,"United States,San Francisco,California","Master Big Foot Doorstop, Beige",Hannah Brown,11.46,36.96,7,2024-08-09,2024-08-13
647885,CUST4093,Male,36,Binders,91.02,"United States,Salinas,California",GBC Prestige Therm-A-Bind Covers,Ethan Wright,18.53,54.9,2,2023-08-28,2023-09-02
323644,CUST4996,Female,57,Storage,179.14,"United States,San Francisco,California","Fellowes Mobile File Cart, Black",Hannah Brown,50.37,186.54,3,2023-11-02,2023-11-08
117903,CUST6535,Female,29,Labels,89.81,"United States,San Francisco,California",Avery 473,Alice Johnson,24.84,51.75,5,2023-03-30,2023-04-05
889321,CUST1632,Female,36,Furnishings,77.18,"United States,San Francisco,California","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Bob Smith,11.16,123.96,3,2024-09-19,2024-09-25
133736,CUST8615,Male,26,Storage,102.48,"United States,Los Angeles,California",Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Hannah Brown,23.97,99.87,3,2023-11-11,2023-11-17
601998,CUST6946,Female,51,Storage,127.19,"United States,Seattle,Washington","Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",George Lee,4.18,16.06,1,2024-02-06,2024-02-09
328441,CUST1017,Male,48,Paper,19.57,"United States,Loveland,Colorado",Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Ethan Wright,2.89,7.97,2,2023-10-16,2023-10-20
735289,CUST3339,Female,30,Envelopes,13.01,"United States,Loveland,Colorado","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Charlie Davis,3.18,8.78,1,2023-04-21,2023-04-27
728659,CUST4081,Male,34,Phones,84.96,"United States,San Diego,California",GE DSL Phone Line Filter,Ethan Wright,18.0,159.96,5,2024-12-18,2024-12-21
100889,CUST1010,Male,49,Binders,95.36,"United States,San Diego,California",Avery Printable Repositionable Plastic Tabs,Hannah Brown,4.64,13.76,2,2024-11-19,2024-11-22
716418,CUST3691,Female,43,Paper,5.94,"United States,San Jose,California",Xerox 1891,Charlie Davis,114.94,244.55,5,2024-10-03,2024-10-09
843402,CUST8994,Male,30,Phones,42.3,"United States,Westminster,California",Polycom VoiceStation 500 ConferenceÂ phone,Charlie Davis,44.24,707.88,3,2023-09-11,2023-09-17
254047,CUST6777,Female,48,Binders,31.54,"United States,Westminster,California",Cardinal Holdit Business Card Pockets,George Lee,4.18,11.95,3,2023-04-26,2023-05-01
988019,CUST8503,Female,37,Binders,95.65,"United States,Westminster,California","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Diana Patel,11.67,31.13,3,2024-09-30,2024-10-07
848362,CUST8660,Female,29,Accessories,22.35,"United States,Westminster,California",Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Fiona Green,7.81,55.76,4,2024-02-01,2024-02-04
715469,CUST8154,Female,38,Paper,15.41,"United States,Westminster,California",Xerox 1881,Hannah Brown,11.54,24.56,2,2024-02-13,2024-02-17
510689,CUST2782,Female,57,Furnishings,49.49,"United States,Westminster,California","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Charlie Davis,15.53,51.75,1,2024-06-30,2024-07-05
494228,CUST4387,Female,65,Chairs,22.92,"United States,Westminster,California",Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Charlie Davis,25.9,207.18,1,2024-10-18,2024-10-24
244806,CUST3508,Male,19,Appliances,214.91,"United States,Westminster,California",3.6 Cubic Foot Counter Height Office Refrigerator,Hannah Brown,412.47,1473.1,5,2024-07-31,2024-08-05
620661,CUST3101,Female,41,Appliances,261.63,"United States,Lake Forest,California",Avanti 4.4 Cu. Ft. Refrigerator,George Lee,152.02,542.94,3,2024-06-11,2024-06-17
128435,CUST5692,Male,46,Furnishings,90.8,"United States,Lake Forest,California",DAX Wood Document Frame,Fiona Green,19.77,54.92,4,2023-10-25,2023-10-30
428752,CUST4019,Female,29,Copiers,54.25,"United States,Seattle,Washington",Hewlett Packard 310 Color Digital Copier,Hannah Brown,90.0,299.99,1,2025-01-16,2025-01-22
215374,CUST5559,Female,26,Paper,8.68,"United States,Seattle,Washington",Xerox 1937,Alice Johnson,92.24,192.16,4,2023-03-28,2023-03-31
834665,CUST2389,Male,42,Phones,35.18,"United States,Seattle,Washington",Grandstream GXP1160 VoIP phone,Ethan Wright,27.3,242.62,8,2024-03-04,2024-03-07
129795,CUST6511,Male,21,Storage,185.7,"United States,Seattle,Washington",Personal File Boxes with Fold-Down Carry Handle,Fiona Green,11.69,46.74,3,2025-01-01,2025-01-08
510785,CUST8730,Female,56,Accessories,10.9,"United States,Seattle,Washington","Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Charlie Davis,12.25,174.95,5,2025-02-20,2025-02-24
173949,CUST6209,Male,60,Binders,61.41,"United States,Seattle,Washington",Avery Legal 4-Ring Binder,Diana Patel,37.76,100.7,6,2025-01-08,2025-01-12
953349,CUST5459,Female,43,Storage,99.76,"United States,San Francisco,California",Sterilite Officeware Hinged File Box,Charlie Davis,8.49,31.44,3,2023-04-23,2023-04-28
783701,CUST2607,Male,36,Appliances,322.19,"United States,San Francisco,California",Staples,Charlie Davis,22.62,83.79,7,2025-01-22,2025-01-25
793255,CUST7644,Male,38,Art,85.09,"United States,San Francisco,California",Newell 345,Ethan Wright,15.48,59.52,3,2024-04-25,2024-04-28
504471,CUST7268,Male,41,Supplies,60.18,"United States,San Francisco,California",Staples,Charlie Davis,9.26,31.92,4,2023-06-18,2023-06-22
674928,CUST1738,Male,25,Binders,81.84,"United States,San Diego,California","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Hannah Brown,11.71,36.02,3,2023-06-16,2023-06-19
984731,CUST6098,Male,64,Labels,41.39,"United States,San Francisco,California",Avery File Folder Labels,Hannah Brown,2.82,5.76,2,2024-04-25,2024-04-30
743771,CUST3152,Female,26,Art,19.37,"United States,San Francisco,California",Newell 318,Charlie Davis,4.34,16.68,6,2024-11-28,2024-12-05
662545,CUST2899,Male,18,Tables,92.17,"United States,Los Angeles,California",Chromcraft Round Conference Tables,Diana Patel,5.23,418.3,3,2023-05-17,2023-05-22
946833,CUST7510,Female,42,Envelopes,58.61,"United States,Brentwood,California",Staples,George Lee,11.68,23.36,2,2024-09-16,2024-09-20
587783,CUST5327,Male,28,Phones,75.39,"United States,Brentwood,California",OtterBox Defender Series Case - Samsung Galaxy S4,Diana Patel,9.0,71.98,3,2025-03-12,2025-03-15
186256,CUST7701,Male,28,Paper,18.11,"United States,Brentwood,California",Xerox 1962,Ethan Wright,3.85,8.56,2,2023-03-22,2023-03-26
646731,CUST8162,Male,53,Binders,54.48,"United States,Brentwood,California","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Diana Patel,4.87,13.92,3,2023-05-17,2023-05-23
119055,CUST5215,Male,52,Appliances,464.35,"United States,Brentwood,California",Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Diana Patel,654.76,2518.29,9,2023-04-20,2023-04-23
143692,CUST6091,Male,45,Storage,182.48,"United States,Brentwood,California",Standard Rollaway File with Lock,George Lee,140.55,540.57,3,2023-10-08,2023-10-13
436563,CUST9469,Male,64,Binders,21.3,"United States,Brentwood,California",GBC Recycled Grain Textured Covers,Diana Patel,77.37,221.06,8,2023-09-15,2023-09-21
290467,CUST1594,Male,48,Storage,181.98,"United States,Seattle,Washington",Fellowes Super Stor/Drawer Files,George Lee,61.39,323.1,2,2023-07-31,2023-08-03
229534,CUST7832,Female,27,Accessories,66.77,"United States,Seattle,Washington",Plantronics Savi W720 Multi-Device Wireless Headset System,Ethan Wright,371.32,843.9,2,2024-05-14,2024-05-20
372313,CUST2113,Male,53,Accessories,34.74,"United States,Seattle,Washington",Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,Hannah Brown,224.42,1496.16,9,2023-03-28,2023-04-01
716121,CUST8040,Female,35,Binders,49.54,"United States,Seattle,Washington",Fellowes PB300 Plastic Comb Binding Machine,Diana Patel,942.82,2793.53,9,2025-02-20,2025-02-25
439565,CUST8406,Female,35,Storage,74.75,"United States,Seattle,Washington",Letter Size Cart,Fiona Green,290.01,1000.02,7,2024-04-01,2024-04-06
680281,CUST3320,Male,34,Furnishings,30.67,"United States,Seattle,Washington","Contract Clock, 14"", Brown",Fiona Green,22.42,65.94,3,2024-05-14,2024-05-20
284673,CUST1028,Female,45,Binders,57.24,"United States,Salt Lake City,Utah","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Fiona Green,37.24,102.72,3,2023-10-31,2023-11-06
279046,CUST6496,Male,18,Binders,22.28,"United States,Fresno,California",GBC Recycled Regency Composition Covers,Bob Smith,77.71,239.12,5,2023-08-17,2023-08-22
681963,CUST8822,Male,40,Supplies,43.13,"United States,San Francisco,California",Acme Kleencut Forged Steel Scissors,Ethan Wright,5.17,17.22,3,2023-09-07,2023-09-13
400315,CUST5352,Male,42,Storage,172.08,"United States,San Francisco,California","Companion Letter/Legal File, Black",Diana Patel,63.44,226.56,6,2024-02-27,2024-03-01
184024,CUST5493,Male,63,Phones,16.17,"United States,San Francisco,California",Plantronics Encore H101 Dual EarpiecesÂ Headset,Alice Johnson,10.79,107.88,3,2023-08-28,2023-09-01
149479,CUST3147,Male,27,Paper,9.22,"United States,Los Angeles,California",Xerox 203,Bob Smith,12.44,25.92,4,2023-06-07,2023-06-10
341647,CUST1885,Male,40,Art,38.6,"United States,Oakland,California",Newell 336,Alice Johnson,4.96,17.12,4,2023-05-17,2023-05-21
199598,CUST4509,Male,42,Phones,25.2,"United States,Oakland,California",Cisco 8x8 Inc. 6753i IP Business Phone System,Ethan Wright,37.8,431.97,4,2023-06-24,2023-07-01
212905,CUST3141,Male,53,Furnishings,90.41,"United States,Oakland,California",Tenex Chairmats For Use with Hard Floors,Alice Johnson,10.39,129.92,4,2024-06-28,2024-07-04
572279,CUST4804,Female,36,Tables,38.49,"United States,Oakland,California",Chromcraft Rectangular Conference Tables,Fiona Green,28.44,568.73,3,2024-04-12,2024-04-16
779043,CUST1283,Female,65,Binders,31.39,"United States,Oakland,California","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Charlie Davis,42.46,117.14,9,2024-06-04,2024-06-08
656328,CUST7129,Female,59,Appliances,137.84,"United States,Oakland,California",Fellowes Command Center 5-outlet power strip,Diana Patel,54.95,203.52,3,2023-06-08,2023-06-14
489785,CUST8875,Male,37,Labels,71.07,"United States,Oakland,California","Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Hannah Brown,24.84,51.75,5,2025-01-18,2025-01-22
188574,CUST7521,Female,49,Paper,12.68,"United States,Chandler,Arizona",Xerox 1941,Diana Patel,29.36,83.88,1,2023-08-10,2023-08-15
139812,CUST1865,Male,65,Chairs,93.78,"United States,Seattle,Washington","Padded Folding Chairs, Black, 4/Carton",Diana Patel,38.87,388.7,6,2024-09-28,2024-10-02
842247,CUST2967,Male,35,Storage,196.63,"United States,Seattle,Washington",Fellowes Stor/Drawer Steel Plus Storage Drawers,Fiona Green,34.35,572.58,6,2024-12-30,2025-01-06
589130,CUST6323,Female,64,Accessories,29.18,"United States,Seattle,Washington",Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Fiona Green,11.61,33.18,2,2023-05-06,2023-05-12
271969,CUST2886,Female,28,Storage,159.61,"United States,Louisville,Colorado","Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Hannah Brown,20.75,237.1,3,2023-04-01,2023-04-06
579809,CUST1994,Female,32,Furnishings,70.04,"United States,Louisville,Colorado","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Charlie Davis,7.11,22.75,3,2024-12-24,2024-12-31
908278,CUST7248,Male,23,Paper,13.32,"United States,Louisville,Colorado",Southworth 25% Cotton Antique Laid Paper & Envelopes,Bob Smith,2.09,6.67,1,2024-01-08,2024-01-11
633384,CUST6084,Female,46,Tables,21.36,"United States,San Francisco,California",Hon Racetrack Conference Tables,Ethan Wright,2.63,210.01,1,2023-09-13,2023-09-16
746853,CUST8222,Female,27,Furnishings,52.44,"United States,Inglewood,California","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Diana Patel,99.23,198.46,2,2024-09-18,2024-09-21
